Algorithm Name,Function ID,Dimension,Year,Precision,ERT
sepcmaesmod V3.23.beta,13,20,2009,1e-05,47332.2666667
sepcmaesmod V3.23.beta,13,20,2009,1e-08,62437.3333333
sepcmaesmod V3.23.beta,14,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,14,2,2009,10,2.26666666667
sepcmaesmod V3.23.beta,14,2,2009,0.1,71.8
sepcmaesmod V3.23.beta,14,2,2009,0.001,278.533333333
sepcmaesmod V3.23.beta,14,2,2009,1e-05,685.6
sepcmaesmod V3.23.beta,14,2,2009,1e-08,1057.6
sepcmaesmod V3.23.beta,14,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,14,5,2009,10,16.0
sepcmaesmod V3.23.beta,14,5,2009,0.1,208.933333333
sepcmaesmod V3.23.beta,14,5,2009,0.001,740.333333333
sepcmaesmod V3.23.beta,14,5,2009,1e-05,2393.06666667
sepcmaesmod V3.23.beta,14,5,2009,1e-08,3345.8
sepcmaesmod V3.23.beta,14,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,14,10,2009,10,111.466666667
sepcmaesmod V3.23.beta,14,10,2009,0.1,487.933333333
sepcmaesmod V3.23.beta,14,10,2009,0.001,2046.93333333
sepcmaesmod V3.23.beta,14,10,2009,1e-05,6117.2
sepcmaesmod V3.23.beta,14,10,2009,1e-08,9400.6
sepcmaesmod V3.23.beta,14,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,14,20,2009,10,248.333333333
sepcmaesmod V3.23.beta,14,20,2009,0.1,978.066666667
sepcmaesmod V3.23.beta,14,20,2009,0.001,6365.13333333
sepcmaesmod V3.23.beta,14,20,2009,1e-05,16805.7333333
sepcmaesmod V3.23.beta,14,20,2009,1e-08,29679.9333333
sepcmaesmod V3.23.beta,15,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,15,2,2009,10,55.5333333333
sepcmaesmod V3.23.beta,15,2,2009,0.1,2197.06666667
sepcmaesmod V3.23.beta,15,2,2009,0.001,2404.93333333
sepcmaesmod V3.23.beta,15,2,2009,1e-05,2546.46666667
sepcmaesmod V3.23.beta,15,2,2009,1e-08,2724.06666667
sepcmaesmod V3.23.beta,15,5,2009,1000.0,1.46666666667
sepcmaesmod V3.23.beta,15,5,2009,10,830.8
sepcmaesmod V3.23.beta,15,5,2009,0.1,19368.9285714
sepcmaesmod V3.23.beta,15,5,2009,0.001,20072.9285714
sepcmaesmod V3.23.beta,15,5,2009,1e-05,20769.2142857
sepcmaesmod V3.23.beta,15,5,2009,1e-08,21712.1428571
sepcmaesmod V3.23.beta,15,10,2009,1000.0,2.33333333333
sepcmaesmod V3.23.beta,15,10,2009,10,5530.73333333
sepcmaesmod V3.23.beta,15,10,2009,0.1,73643.1666667
sepcmaesmod V3.23.beta,15,10,2009,0.001,75789.6666667
sepcmaesmod V3.23.beta,15,10,2009,1e-05,77814.1666667
sepcmaesmod V3.23.beta,15,10,2009,1e-08,80798.9166667
sepcmaesmod V3.23.beta,15,20,2009,1000.0,17.1333333333
sepcmaesmod V3.23.beta,15,20,2009,10,32803.1333333
sepcmaesmod V3.23.beta,15,20,2009,0.1,311547.555556
sepcmaesmod V3.23.beta,15,20,2009,0.001,319925.555556
sepcmaesmod V3.23.beta,15,20,2009,1e-05,485220.166667
sepcmaesmod V3.23.beta,15,20,2009,1e-08,2918998.0
sepcmaesmod V3.23.beta,16,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,16,2,2009,10,28.9333333333
sepcmaesmod V3.23.beta,16,2,2009,0.1,410.6
sepcmaesmod V3.23.beta,16,2,2009,0.001,1435.46666667
sepcmaesmod V3.23.beta,16,2,2009,1e-05,1604.2
sepcmaesmod V3.23.beta,16,2,2009,1e-08,1796.73333333
sepcmaesmod V3.23.beta,16,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,16,5,2009,10,257.6
sepcmaesmod V3.23.beta,16,5,2009,0.1,9314.73333333
sepcmaesmod V3.23.beta,16,5,2009,0.001,10449.2666667
sepcmaesmod V3.23.beta,16,5,2009,1e-05,11643.9333333
sepcmaesmod V3.23.beta,16,5,2009,1e-08,12254.8
sepcmaesmod V3.23.beta,16,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,16,10,2009,10,1236.8
sepcmaesmod V3.23.beta,16,10,2009,0.1,25746.1333333
sepcmaesmod V3.23.beta,16,10,2009,0.001,68385.6666667
sepcmaesmod V3.23.beta,16,10,2009,1e-05,85026.6363636
sepcmaesmod V3.23.beta,16,10,2009,1e-08,87624.3636364
sepcmaesmod V3.23.beta,16,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,16,20,2009,10,4280.0
sepcmaesmod V3.23.beta,16,20,2009,0.1,77015.0666667
sepcmaesmod V3.23.beta,16,20,2009,0.001,255602.333333
sepcmaesmod V3.23.beta,16,20,2009,1e-05,368789.571429
sepcmaesmod V3.23.beta,16,20,2009,1e-08,375733.0
sepcmaesmod V3.23.beta,17,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,17,2,2009,10,10.6666666667
sepcmaesmod V3.23.beta,17,2,2009,0.1,369.4
sepcmaesmod V3.23.beta,17,2,2009,0.001,728.0
sepcmaesmod V3.23.beta,17,2,2009,1e-05,1597.46666667
sepcmaesmod V3.23.beta,17,2,2009,1e-08,2393.73333333
sepcmaesmod V3.23.beta,17,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,17,5,2009,10,20.0
sepcmaesmod V3.23.beta,17,5,2009,0.1,1183.6
sepcmaesmod V3.23.beta,17,5,2009,0.001,3816.0
sepcmaesmod V3.23.beta,17,5,2009,1e-05,6864.6
sepcmaesmod V3.23.beta,17,5,2009,1e-08,8254.93333333
sepcmaesmod V3.23.beta,17,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,17,10,2009,10,41.8666666667
sepcmaesmod V3.23.beta,17,10,2009,0.1,2375.4
sepcmaesmod V3.23.beta,17,10,2009,0.001,12941.8666667
sepcmaesmod V3.23.beta,17,10,2009,1e-05,20587.9333333
sepcmaesmod V3.23.beta,17,10,2009,1e-08,28743.4666667
sepcmaesmod V3.23.beta,17,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,17,20,2009,10,177.866666667
sepcmaesmod V3.23.beta,17,20,2009,0.1,12472.8
sepcmaesmod V3.23.beta,17,20,2009,0.001,30676.6666667
sepcmaesmod V3.23.beta,17,20,2009,1e-05,56288.3333333
sepcmaesmod V3.23.beta,17,20,2009,1e-08,94579.6
sepcmaesmod V3.23.beta,18,2,2009,1000.0,1.46666666667
sepcmaesmod V3.23.beta,18,2,2009,10,40.1333333333
sepcmaesmod V3.23.beta,18,2,2009,0.1,1381.26666667
sepcmaesmod V3.23.beta,18,2,2009,0.001,1870.66666667
sepcmaesmod V3.23.beta,18,2,2009,1e-05,2690.6
sepcmaesmod V3.23.beta,18,2,2009,1e-08,3251.0
sepcmaesmod V3.23.beta,18,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,18,5,2009,10,139.266666667
sepcmaesmod V3.23.beta,18,5,2009,0.1,6328.53333333
sepcmaesmod V3.23.beta,18,5,2009,0.001,9565.0
sepcmaesmod V3.23.beta,18,5,2009,1e-05,10904.5333333
sepcmaesmod V3.23.beta,18,5,2009,1e-08,12802.9333333
sepcmaesmod V3.23.beta,18,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,18,10,2009,10,1052.73333333
sepcmaesmod V3.23.beta,18,10,2009,0.1,8555.66666667
sepcmaesmod V3.23.beta,18,10,2009,0.001,27536.2666667
sepcmaesmod V3.23.beta,18,10,2009,1e-05,37234.4666667
sepcmaesmod V3.23.beta,18,10,2009,1e-08,44031.2
sepcmaesmod V3.23.beta,18,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,18,20,2009,10,620.6
sepcmaesmod V3.23.beta,18,20,2009,0.1,21953.5333333
sepcmaesmod V3.23.beta,18,20,2009,0.001,67568.8
sepcmaesmod V3.23.beta,18,20,2009,1e-05,130604.6
sepcmaesmod V3.23.beta,18,20,2009,1e-08,151042.066667
sepcmaesmod V3.23.beta,19,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,19,2,2009,10,4.33333333333
sepcmaesmod V3.23.beta,19,2,2009,0.1,179.866666667
sepcmaesmod V3.23.beta,19,2,2009,0.001,4582.78571429
sepcmaesmod V3.23.beta,19,2,2009,1e-05,4807.85714286
sepcmaesmod V3.23.beta,19,2,2009,1e-08,5020.92857143
sepcmaesmod V3.23.beta,19,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,19,5,2009,10,21.6666666667
sepcmaesmod V3.23.beta,19,5,2009,0.1,39128.6666667
sepcmaesmod V3.23.beta,19,5,2009,0.001,364285.0
sepcmaesmod V3.23.beta,19,5,2009,1e-05,364858.0
sepcmaesmod V3.23.beta,19,5,2009,1e-08,365590.5
sepcmaesmod V3.23.beta,19,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,19,10,2009,10,54.4
sepcmaesmod V3.23.beta,19,10,2009,0.1,184226.285714
sepcmaesmod V3.23.beta,19,10,2009,0.001,inf
sepcmaesmod V3.23.beta,19,10,2009,1e-05,inf
sepcmaesmod V3.23.beta,19,10,2009,1e-08,inf
sepcmaesmod V3.23.beta,19,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,19,20,2009,10,153.466666667
sepcmaesmod V3.23.beta,19,20,2009,0.1,2996629.0
sepcmaesmod V3.23.beta,19,20,2009,0.001,inf
sepcmaesmod V3.23.beta,19,20,2009,1e-05,inf
sepcmaesmod V3.23.beta,19,20,2009,1e-08,inf
sepcmaesmod V3.23.beta,20,2,2009,1000.0,3.6
sepcmaesmod V3.23.beta,20,2,2009,10,6.66666666667
sepcmaesmod V3.23.beta,20,2,2009,0.1,5411.93333333
sepcmaesmod V3.23.beta,20,2,2009,0.001,6362.46666667
sepcmaesmod V3.23.beta,20,2,2009,1e-05,6558.4
sepcmaesmod V3.23.beta,20,2,2009,1e-08,6926.33333333
sepcmaesmod V3.23.beta,20,5,2009,1000.0,28.2666666667
sepcmaesmod V3.23.beta,20,5,2009,10,52.6666666667
sepcmaesmod V3.23.beta,20,5,2009,0.1,88605.2857143
sepcmaesmod V3.23.beta,20,5,2009,0.001,90854.1428571
sepcmaesmod V3.23.beta,20,5,2009,1e-05,92043.8571429
sepcmaesmod V3.23.beta,20,5,2009,1e-08,93505.4285714
sepcmaesmod V3.23.beta,20,10,2009,1000.0,88.0666666667
sepcmaesmod V3.23.beta,20,10,2009,10,153.266666667
sepcmaesmod V3.23.beta,20,10,2009,0.1,inf
sepcmaesmod V3.23.beta,20,10,2009,0.001,inf
sepcmaesmod V3.23.beta,20,10,2009,1e-05,inf
sepcmaesmod V3.23.beta,20,10,2009,1e-08,inf
sepcmaesmod V3.23.beta,20,20,2009,1000.0,246.933333333
sepcmaesmod V3.23.beta,20,20,2009,10,364.666666667
sepcmaesmod V3.23.beta,20,20,2009,0.1,inf
sepcmaesmod V3.23.beta,20,20,2009,0.001,inf
sepcmaesmod V3.23.beta,20,20,2009,1e-05,inf
sepcmaesmod V3.23.beta,20,20,2009,1e-08,inf
sepcmaesmod V3.23.beta,21,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,21,2,2009,10,2.2
sepcmaesmod V3.23.beta,21,2,2009,0.1,1122.0
sepcmaesmod V3.23.beta,21,2,2009,0.001,2467.6
sepcmaesmod V3.23.beta,21,2,2009,1e-05,2769.0
sepcmaesmod V3.23.beta,21,2,2009,1e-08,3105.4
sepcmaesmod V3.23.beta,21,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,21,5,2009,10,148.333333333
sepcmaesmod V3.23.beta,21,5,2009,0.1,16643.2307692
sepcmaesmod V3.23.beta,21,5,2009,0.001,17072.2307692
sepcmaesmod V3.23.beta,21,5,2009,1e-05,17414.7692308
sepcmaesmod V3.23.beta,21,5,2009,1e-08,18004.7692308
sepcmaesmod V3.23.beta,21,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,21,10,2009,10,774.4
sepcmaesmod V3.23.beta,21,10,2009,0.1,45377.3636364
sepcmaesmod V3.23.beta,21,10,2009,0.001,45876.3636364
sepcmaesmod V3.23.beta,21,10,2009,1e-05,46272.0
sepcmaesmod V3.23.beta,21,10,2009,1e-08,46866.4545455
sepcmaesmod V3.23.beta,21,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,21,20,2009,10,8374.8
sepcmaesmod V3.23.beta,21,20,2009,0.1,820168.666667
sepcmaesmod V3.23.beta,21,20,2009,0.001,821168.333333
sepcmaesmod V3.23.beta,21,20,2009,1e-05,822226.333333
sepcmaesmod V3.23.beta,21,20,2009,1e-08,823825.0
sepcmaesmod V3.23.beta,22,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,22,2,2009,10,5.06666666667
sepcmaesmod V3.23.beta,22,2,2009,0.1,732.133333333
sepcmaesmod V3.23.beta,22,2,2009,0.001,973.133333333
sepcmaesmod V3.23.beta,22,2,2009,1e-05,1099.06666667
sepcmaesmod V3.23.beta,22,2,2009,1e-08,1175.06666667
sepcmaesmod V3.23.beta,22,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,22,5,2009,10,532.933333333
sepcmaesmod V3.23.beta,22,5,2009,0.1,56243.25
sepcmaesmod V3.23.beta,22,5,2009,0.001,57597.375
sepcmaesmod V3.23.beta,22,5,2009,1e-05,58291.125
sepcmaesmod V3.23.beta,22,5,2009,1e-08,58987.0
sepcmaesmod V3.23.beta,22,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,22,10,2009,10,2134.26666667
sepcmaesmod V3.23.beta,22,10,2009,0.1,1408249.0
sepcmaesmod V3.23.beta,22,10,2009,0.001,1409796.0
sepcmaesmod V3.23.beta,22,10,2009,1e-05,1410344.0
sepcmaesmod V3.23.beta,22,10,2009,1e-08,1411127.0
sepcmaesmod V3.23.beta,22,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,22,20,2009,10,2890.86666667
sepcmaesmod V3.23.beta,22,20,2009,0.1,inf
sepcmaesmod V3.23.beta,22,20,2009,0.001,inf
sepcmaesmod V3.23.beta,22,20,2009,1e-05,inf
sepcmaesmod V3.23.beta,22,20,2009,1e-08,inf
sepcmaesmod V3.23.beta,23,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,23,2,2009,10,20.0
sepcmaesmod V3.23.beta,23,2,2009,0.1,3267.8
sepcmaesmod V3.23.beta,23,2,2009,0.001,4322.2
sepcmaesmod V3.23.beta,23,2,2009,1e-05,4515.33333333
sepcmaesmod V3.23.beta,23,2,2009,1e-08,5230.4
sepcmaesmod V3.23.beta,23,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,23,5,2009,10,9.2
sepcmaesmod V3.23.beta,23,5,2009,0.1,53043.8888889
sepcmaesmod V3.23.beta,23,5,2009,0.001,54558.6666667
sepcmaesmod V3.23.beta,23,5,2009,1e-05,55345.0
sepcmaesmod V3.23.beta,23,5,2009,1e-08,56493.4444444
sepcmaesmod V3.23.beta,23,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,23,10,2009,10,6.6
sepcmaesmod V3.23.beta,23,10,2009,0.1,189444.5
sepcmaesmod V3.23.beta,23,10,2009,0.001,inf
sepcmaesmod V3.23.beta,23,10,2009,1e-05,inf
sepcmaesmod V3.23.beta,23,10,2009,1e-08,inf
sepcmaesmod V3.23.beta,23,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,23,20,2009,10,15.8
sepcmaesmod V3.23.beta,23,20,2009,0.1,257371.666667
sepcmaesmod V3.23.beta,23,20,2009,0.001,inf
sepcmaesmod V3.23.beta,23,20,2009,1e-05,inf
sepcmaesmod V3.23.beta,23,20,2009,1e-08,inf
sepcmaesmod V3.23.beta,24,2,2009,1000.0,1.0
sepcmaesmod V3.23.beta,24,2,2009,10,31.4666666667
sepcmaesmod V3.23.beta,24,2,2009,0.1,33083.8333333
sepcmaesmod V3.23.beta,24,2,2009,0.001,88124.0
sepcmaesmod V3.23.beta,24,2,2009,1e-05,88297.6666667
sepcmaesmod V3.23.beta,24,2,2009,1e-08,88551.6666667
sepcmaesmod V3.23.beta,24,5,2009,1000.0,1.0
sepcmaesmod V3.23.beta,24,5,2009,10,2892.26666667
sepcmaesmod V3.23.beta,24,5,2009,0.1,inf
sepcmaesmod V3.23.beta,24,5,2009,0.001,inf
sepcmaesmod V3.23.beta,24,5,2009,1e-05,inf
sepcmaesmod V3.23.beta,24,5,2009,1e-08,inf
sepcmaesmod V3.23.beta,24,10,2009,1000.0,1.0
sepcmaesmod V3.23.beta,24,10,2009,10,98760.625
sepcmaesmod V3.23.beta,24,10,2009,0.1,inf
sepcmaesmod V3.23.beta,24,10,2009,0.001,inf
sepcmaesmod V3.23.beta,24,10,2009,1e-05,inf
sepcmaesmod V3.23.beta,24,10,2009,1e-08,inf
sepcmaesmod V3.23.beta,24,20,2009,1000.0,1.0
sepcmaesmod V3.23.beta,24,20,2009,10,1367403.0
sepcmaesmod V3.23.beta,24,20,2009,0.1,inf
sepcmaesmod V3.23.beta,24,20,2009,0.001,inf
sepcmaesmod V3.23.beta,24,20,2009,1e-05,inf
sepcmaesmod V3.23.beta,24,20,2009,1e-08,inf
Line Search - fminbnd,1,2,2009,1000.0,1.0
Line Search - fminbnd,1,2,2009,10,14.0666666667
Line Search - fminbnd,1,2,2009,0.1,20.4666666667
Line Search - fminbnd,1,2,2009,0.001,24.6
Line Search - fminbnd,1,2,2009,1e-05,24.7333333333
Line Search - fminbnd,1,2,2009,1e-08,24.7333333333
Line Search - fminbnd,1,5,2009,1000.0,1.0
Line Search - fminbnd,1,5,2009,10,65.8666666667
Line Search - fminbnd,1,5,2009,0.1,81.6666666667
Line Search - fminbnd,1,5,2009,0.001,82.4666666667
Line Search - fminbnd,1,5,2009,1e-05,82.6
Line Search - fminbnd,1,5,2009,1e-08,82.6
Line Search - fminbnd,1,10,2009,1000.0,1.0
Line Search - fminbnd,1,10,2009,10,155.266666667
Line Search - fminbnd,1,10,2009,0.1,189.666666667
Line Search - fminbnd,1,10,2009,0.001,190.2
Line Search - fminbnd,1,10,2009,1e-05,191.666666667
Line Search - fminbnd,1,10,2009,1e-08,191.666666667
Line Search - fminbnd,1,20,2009,1000.0,1.0
Line Search - fminbnd,1,20,2009,10,401.666666667
Line Search - fminbnd,1,20,2009,0.1,432.866666667
Line Search - fminbnd,1,20,2009,0.001,432.933333333
Line Search - fminbnd,1,20,2009,1e-05,433.133333333
Line Search - fminbnd,1,20,2009,1e-08,433.133333333
Line Search - fminbnd,2,2,2009,1000.0,13.8
Line Search - fminbnd,2,2,2009,10,16.4
Line Search - fminbnd,2,2,2009,0.1,24.6666666667
Line Search - fminbnd,2,2,2009,0.001,25.8
Line Search - fminbnd,2,2,2009,1e-05,28.0
Line Search - fminbnd,2,2,2009,1e-08,30.0
Line Search - fminbnd,2,5,2009,1000.0,74.8666666667
Line Search - fminbnd,2,5,2009,10,83.4
Line Search - fminbnd,2,5,2009,0.1,88.4
Line Search - fminbnd,2,5,2009,0.001,89.8
Line Search - fminbnd,2,5,2009,1e-05,91.9333333333
Line Search - fminbnd,2,5,2009,1e-08,94.7333333333
Line Search - fminbnd,2,10,2009,1000.0,175.133333333
Line Search - fminbnd,2,10,2009,10,186.533333333
Line Search - fminbnd,2,10,2009,0.1,190.733333333
Line Search - fminbnd,2,10,2009,0.001,192.533333333
Line Search - fminbnd,2,10,2009,1e-05,193.533333333
Line Search - fminbnd,2,10,2009,1e-08,196.4
Line Search - fminbnd,2,20,2009,1000.0,371.066666667
Line Search - fminbnd,2,20,2009,10,384.733333333
Line Search - fminbnd,2,20,2009,0.1,386.533333333
Line Search - fminbnd,2,20,2009,0.001,389.6
Line Search - fminbnd,2,20,2009,1e-05,391.333333333
Line Search - fminbnd,2,20,2009,1e-08,411.8
Line Search - fminbnd,3,2,2009,1000.0,2.06666666667
Line Search - fminbnd,3,2,2009,10,253.733333333
Line Search - fminbnd,3,2,2009,0.1,19277.25
Line Search - fminbnd,3,2,2009,0.001,28449.0
Line Search - fminbnd,3,2,2009,1e-05,28451.6666667
Line Search - fminbnd,3,2,2009,1e-08,28453.3333333
Line Search - fminbnd,3,5,2009,1000.0,11.3333333333
Line Search - fminbnd,3,5,2009,10,715.666666667
Line Search - fminbnd,3,5,2009,0.1,inf
Line Search - fminbnd,3,5,2009,0.001,inf
Line Search - fminbnd,3,5,2009,1e-05,inf
Line Search - fminbnd,3,5,2009,1e-08,inf
Line Search - fminbnd,3,10,2009,1000.0,56.8
Line Search - fminbnd,3,10,2009,10,82031.0
Line Search - fminbnd,3,10,2009,0.1,inf
Line Search - fminbnd,3,10,2009,0.001,inf
Line Search - fminbnd,3,10,2009,1e-05,inf
Line Search - fminbnd,3,10,2009,1e-08,inf
Line Search - fminbnd,3,20,2009,1000.0,188.0
Line Search - fminbnd,3,20,2009,10,inf
Line Search - fminbnd,3,20,2009,0.1,inf
Line Search - fminbnd,3,20,2009,0.001,inf
Line Search - fminbnd,3,20,2009,1e-05,inf
Line Search - fminbnd,3,20,2009,1e-08,inf
Line Search - fminbnd,4,2,2009,1000.0,1.0
Line Search - fminbnd,4,2,2009,10,21.8666666667
Line Search - fminbnd,4,2,2009,0.1,54545.5
Line Search - fminbnd,4,2,2009,0.001,inf
Line Search - fminbnd,4,2,2009,1e-05,inf
Line Search - fminbnd,4,2,2009,1e-08,inf
Line Search - fminbnd,4,5,2009,1000.0,21.1333333333
Line Search - fminbnd,4,5,2009,10,6295.83333333
Line Search - fminbnd,4,5,2009,0.1,inf
Line Search - fminbnd,4,5,2009,0.001,inf
Line Search - fminbnd,4,5,2009,1e-05,inf
Line Search - fminbnd,4,5,2009,1e-08,inf
Line Search - fminbnd,4,10,2009,1000.0,56.3333333333
Line Search - fminbnd,4,10,2009,10,inf
Line Search - fminbnd,4,10,2009,0.1,inf
Line Search - fminbnd,4,10,2009,0.001,inf
Line Search - fminbnd,4,10,2009,1e-05,inf
Line Search - fminbnd,4,10,2009,1e-08,inf
Line Search - fminbnd,4,20,2009,1000.0,277.8
Line Search - fminbnd,4,20,2009,10,inf
Line Search - fminbnd,4,20,2009,0.1,inf
Line Search - fminbnd,4,20,2009,0.001,inf
Line Search - fminbnd,4,20,2009,1e-05,inf
Line Search - fminbnd,4,20,2009,1e-08,inf
Line Search - fminbnd,5,2,2009,1000.0,1.0
Line Search - fminbnd,5,2,2009,10,18.0
Line Search - fminbnd,5,2,2009,0.1,37.3333333333
Line Search - fminbnd,5,2,2009,0.001,40.0
Line Search - fminbnd,5,2,2009,1e-05,40.0
Line Search - fminbnd,5,2,2009,1e-08,40.0
Line Search - fminbnd,5,5,2009,1000.0,1.0
Line Search - fminbnd,5,5,2009,10,132.6
Line Search - fminbnd,5,5,2009,0.1,142.0
Line Search - fminbnd,5,5,2009,0.001,142.0
Line Search - fminbnd,5,5,2009,1e-05,142.0
Line Search - fminbnd,5,5,2009,1e-08,142.0
Line Search - fminbnd,5,10,2009,1000.0,1.0
Line Search - fminbnd,5,10,2009,10,287.333333333
Line Search - fminbnd,5,10,2009,0.1,311.8
Line Search - fminbnd,5,10,2009,0.001,312.0
Line Search - fminbnd,5,10,2009,1e-05,312.0
Line Search - fminbnd,5,10,2009,1e-08,312.0
Line Search - fminbnd,5,20,2009,1000.0,1.0
Line Search - fminbnd,5,20,2009,10,636.0
Line Search - fminbnd,5,20,2009,0.1,652.0
Line Search - fminbnd,5,20,2009,0.001,652.0
Line Search - fminbnd,5,20,2009,1e-05,652.0
Line Search - fminbnd,5,20,2009,1e-08,652.0
Line Search - fminbnd,6,2,2009,1000.0,31.0666666667
Line Search - fminbnd,6,2,2009,10,3587.5
Line Search - fminbnd,6,2,2009,0.1,11853.1
Line Search - fminbnd,6,2,2009,0.001,14087.3333333
Line Search - fminbnd,6,2,2009,1e-05,14515.3333333
Line Search - fminbnd,6,2,2009,1e-08,15292.0
Line Search - fminbnd,6,5,2009,1000.0,103.466666667
Line Search - fminbnd,6,5,2009,10,10916.1538462
Line Search - fminbnd,6,5,2009,0.1,37856.2222222
Line Search - fminbnd,6,5,2009,0.001,63675.4285714
Line Search - fminbnd,6,5,2009,1e-05,84779.6666667
Line Search - fminbnd,6,5,2009,1e-08,89200.0
Line Search - fminbnd,6,10,2009,1000.0,229.2
Line Search - fminbnd,6,10,2009,10,88772.6
Line Search - fminbnd,6,10,2009,0.1,250360.6
Line Search - fminbnd,6,10,2009,0.001,1440947.0
Line Search - fminbnd,6,10,2009,1e-05,1448512.0
Line Search - fminbnd,6,10,2009,1e-08,inf
Line Search - fminbnd,6,20,2009,1000.0,723.2
Line Search - fminbnd,6,20,2009,10,204125.0
Line Search - fminbnd,6,20,2009,0.1,2814323.0
Line Search - fminbnd,6,20,2009,0.001,inf
Line Search - fminbnd,6,20,2009,1e-05,inf
Line Search - fminbnd,6,20,2009,1e-08,inf
Line Search - fminbnd,7,2,2009,1000.0,1.26666666667
Line Search - fminbnd,7,2,2009,10,20.2
Line Search - fminbnd,7,2,2009,0.1,3997.06666667
Line Search - fminbnd,7,2,2009,0.001,107319.0
Line Search - fminbnd,7,2,2009,1e-05,107319.0
Line Search - fminbnd,7,2,2009,1e-08,232670.0
Line Search - fminbnd,7,5,2009,1000.0,3.8
Line Search - fminbnd,7,5,2009,10,1163.8
Line Search - fminbnd,7,5,2009,0.1,117315.6
Line Search - fminbnd,7,5,2009,0.001,inf
Line Search - fminbnd,7,5,2009,1e-05,inf
Line Search - fminbnd,7,5,2009,1e-08,inf
Line Search - fminbnd,7,10,2009,1000.0,15.8666666667
Line Search - fminbnd,7,10,2009,10,16244.6
Line Search - fminbnd,7,10,2009,0.1,inf
Line Search - fminbnd,7,10,2009,0.001,inf
Line Search - fminbnd,7,10,2009,1e-05,inf
Line Search - fminbnd,7,10,2009,1e-08,inf
Line Search - fminbnd,7,20,2009,1000.0,248.933333333
Line Search - fminbnd,7,20,2009,10,1411541.5
Line Search - fminbnd,7,20,2009,0.1,inf
Line Search - fminbnd,7,20,2009,0.001,inf
Line Search - fminbnd,7,20,2009,1e-05,inf
Line Search - fminbnd,7,20,2009,1e-08,inf
Line Search - fminbnd,8,2,2009,1000.0,19.4
Line Search - fminbnd,8,2,2009,10,2286.4
Line Search - fminbnd,8,2,2009,0.1,84345.0
Line Search - fminbnd,8,2,2009,0.001,inf
Line Search - fminbnd,8,2,2009,1e-05,inf
Line Search - fminbnd,8,2,2009,1e-08,inf
Line Search - fminbnd,8,5,2009,1000.0,97.0666666667
Line Search - fminbnd,8,5,2009,10,765.733333333
Line Search - fminbnd,8,5,2009,0.1,152205.5
Line Search - fminbnd,8,5,2009,0.001,inf
Line Search - fminbnd,8,5,2009,1e-05,inf
Line Search - fminbnd,8,5,2009,1e-08,inf
Line Search - fminbnd,8,10,2009,1000.0,302.333333333
Line Search - fminbnd,8,10,2009,10,6257.93333333
Line Search - fminbnd,8,10,2009,0.1,166556.5
Line Search - fminbnd,8,10,2009,0.001,1402235.0
Line Search - fminbnd,8,10,2009,1e-05,inf
Line Search - fminbnd,8,10,2009,1e-08,inf
Line Search - fminbnd,8,20,2009,1000.0,785.066666667
Line Search - fminbnd,8,20,2009,10,18717.6666667
Line Search - fminbnd,8,20,2009,0.1,2854751.0
Line Search - fminbnd,8,20,2009,0.001,inf
Line Search - fminbnd,8,20,2009,1e-05,inf
Line Search - fminbnd,8,20,2009,1e-08,inf
Line Search - fminbnd,9,2,2009,1000.0,6.2
Line Search - fminbnd,9,2,2009,10,20.2
Line Search - fminbnd,9,2,2009,0.1,19972.625
Line Search - fminbnd,9,2,2009,0.001,280067.0
Line Search - fminbnd,9,2,2009,1e-05,280068.0
